wavelength,absolute_irradiance,arena,light_environment
580.197,0.84,horizontal,bright
580.618,0.82,horizontal,bright
581.04,0.82,horizontal,bright
581.461,0.82,horizontal,bright
581.882,0.82,horizontal,bright
582.303,0.82,horizontal,bright
582.724,0.81,horizontal,bright
583.145,0.82,horizontal,bright
583.565,0.84,horizontal,bright
583.986,0.84,horizontal,bright
584.407,0.83,horizontal,bright
584.828,0.82,horizontal,bright
585.248,0.83,horizontal,bright
585.669,0.82,horizontal,bright
586.089,0.82,horizontal,bright
586.51,0.82,horizontal,bright
586.93,0.82,horizontal,bright
587.35,0.83,horizontal,bright
587.771,0.85,horizontal,bright
588.191,0.83,horizontal,bright
588.611,0.82,horizontal,bright
589.031,0.82,horizontal,bright
589.451,0.81,horizontal,bright
589.871,0.8,horizontal,bright
590.291,0.78,horizontal,bright
590.711,0.8,horizontal,bright
591.131,0.78,horizontal,bright
591.55,0.78,horizontal,bright
591.97,0.78,horizontal,bright
592.39,0.77,horizontal,bright
592.809,0.78,horizontal,bright
593.229,0.77,horizontal,bright
593.648,0.78,horizontal,bright
594.068,0.77,horizontal,bright
594.487,0.76,horizontal,bright
594.906,0.75,horizontal,bright
595.326,0.75,horizontal,bright
595.745,0.74,horizontal,bright
596.164,0.83,horizontal,bright
596.583,0.74,horizontal,bright
597.002,0.72,horizontal,bright
597.421,0.72,horizontal,bright
597.84,0.71,horizontal,bright
598.259,0.72,horizontal,bright
598.678,0.73,horizontal,bright
599.096,0.72,horizontal,bright
599.515,0.73,horizontal,bright
599.934,0.72,horizontal,bright
600.352,0.73,horizontal,bright
600.771,0.71,horizontal,bright
601.189,0.72,horizontal,bright
601.607,0.71,horizontal,bright
602.026,0.69,horizontal,bright
602.444,0.69,horizontal,bright
602.862,0.7,horizontal,bright
603.28,0.69,horizontal,bright
603.699,0.69,horizontal,bright
604.117,0.7,horizontal,bright
604.535,0.69,horizontal,bright
604.953,0.68,horizontal,bright
605.37,0.68,horizontal,bright
605.788,0.69,horizontal,bright
606.206,0.68,horizontal,bright
606.624,0.69,horizontal,bright
607.041,0.68,horizontal,bright
607.459,0.68,horizontal,bright
607.876,0.67,horizontal,bright
608.294,0.69,horizontal,bright
608.711,0.69,horizontal,bright
609.129,0.7,horizontal,bright
609.546,0.72,horizontal,bright
609.963,0.76,horizontal,bright
610.38,0.83,horizontal,bright
610.798,0.96,horizontal,bright
611.215,1.09,horizontal,bright
611.632,1.12,horizontal,bright
612.049,1.07,horizontal,bright
612.466,1.02,horizontal,bright
612.882,0.93,horizontal,bright
613.299,0.88,horizontal,bright
613.716,0.83,horizontal,bright
614.133,0.8,horizontal,bright
614.549,0.78,horizontal,bright
614.966,0.74,horizontal,bright
615.382,0.72,horizontal,bright
615.799,0.7,horizontal,bright
616.215,0.67,horizontal,bright
616.631,0.65,horizontal,bright
617.048,0.64,horizontal,bright
617.464,0.64,horizontal,bright
617.88,0.61,horizontal,bright
618.296,0.62,horizontal,bright
618.712,0.6,horizontal,bright
619.128,0.6,horizontal,bright
619.544,0.6,horizontal,bright
619.96,0.61,horizontal,bright
620.376,0.6,horizontal,bright
620.792,0.6,horizontal,bright
621.207,0.6,horizontal,bright
621.623,0.6,horizontal,bright
622.039,0.58,horizontal,bright
622.454,0.57,horizontal,bright
622.87,0.57,horizontal,bright
623.285,0.56,horizontal,bright
623.7,0.55,horizontal,bright
624.116,0.55,horizontal,bright
624.531,0.55,horizontal,bright
624.946,0.55,horizontal,bright
625.361,0.53,horizontal,bright
625.776,0.53,horizontal,bright
626.191,0.52,horizontal,bright
626.606,0.51,horizontal,bright
627.021,0.52,horizontal,bright
627.436,0.5,horizontal,bright
627.851,0.5,horizontal,bright
628.266,0.51,horizontal,bright
628.68,0.49,horizontal,bright
629.095,0.49,horizontal,bright
629.509,0.49,horizontal,bright
629.924,0.49,horizontal,bright
630.338,0.49,horizontal,bright
630.753,0.51,horizontal,bright
631.167,0.51,horizontal,bright
631.581,0.5,horizontal,bright
631.996,0.48,horizontal,bright
632.41,0.47,horizontal,bright
632.824,0.47,horizontal,bright
633.238,0.46,horizontal,bright
633.652,0.44,horizontal,bright
634.066,0.43,horizontal,bright
634.48,0.42,horizontal,bright
634.893,0.42,horizontal,bright
635.307,0.41,horizontal,bright
635.721,0.4,horizontal,bright
636.135,0.4,horizontal,bright
636.548,0.4,horizontal,bright
636.962,0.39,horizontal,bright
637.375,0.39,horizontal,bright
637.789,0.39,horizontal,bright
638.202,0.38,horizontal,bright
638.615,0.37,horizontal,bright
639.028,0.37,horizontal,bright
639.442,0.38,horizontal,bright
639.855,0.36,horizontal,bright
640.268,0.37,horizontal,bright
640.681,0.37,horizontal,bright
641.094,0.37,horizontal,bright
641.507,0.36,horizontal,bright
641.92,0.35,horizontal,bright
642.332,0.36,horizontal,bright
642.745,0.34,horizontal,bright
643.158,0.35,horizontal,bright
643.57,0.33,horizontal,bright
643.983,0.34,horizontal,bright
644.395,0.34,horizontal,bright
644.808,0.33,horizontal,bright
645.22,0.33,horizontal,bright
645.632,0.33,horizontal,bright
646.045,0.33,horizontal,bright
646.457,0.32,horizontal,bright
646.869,0.32,horizontal,bright
647.281,0.3,horizontal,bright
647.693,0.31,horizontal,bright
648.105,0.31,horizontal,bright
648.517,0.3,horizontal,bright
648.929,0.3,horizontal,bright
649.341,0.32,horizontal,bright
649.752,0.3,horizontal,bright
650.164,0.31,horizontal,bright
650.576,0.3,horizontal,bright
650.987,0.29,horizontal,bright
651.399,0.3,horizontal,bright
651.81,0.28,horizontal,bright
652.222,0.28,horizontal,bright
652.633,0.27,horizontal,bright
653.044,0.28,horizontal,bright
653.456,0.27,horizontal,bright
653.867,0.28,horizontal,bright
654.278,0.26,horizontal,bright
654.689,0.26,horizontal,bright
655.1,0.25,horizontal,bright
655.511,0.26,horizontal,bright
655.922,0.25,horizontal,bright
656.333,0.25,horizontal,bright
656.743,0.25,horizontal,bright
657.154,0.24,horizontal,bright
657.565,0.24,horizontal,bright
657.975,0.23,horizontal,bright
658.386,0.24,horizontal,bright
658.796,0.24,horizontal,bright
659.207,0.23,horizontal,bright
659.617,0.23,horizontal,bright
660.027,0.23,horizontal,bright
660.438,0.23,horizontal,bright
660.848,0.22,horizontal,bright
661.258,0.21,horizontal,bright
661.668,0.23,horizontal,bright
662.078,0.23,horizontal,bright
662.488,0.22,horizontal,bright
662.898,0.24,horizontal,bright
663.308,0.21,horizontal,bright
663.717,0.21,horizontal,bright
664.127,0.21,horizontal,bright
664.537,0.2,horizontal,bright
664.946,0.2,horizontal,bright
665.356,0.19,horizontal,bright
665.765,0.19,horizontal,bright
666.175,0.2,horizontal,bright
666.584,0.19,horizontal,bright
666.994,0.19,horizontal,bright
667.403,0.19,horizontal,bright
667.812,0.2,horizontal,bright
668.221,0.19,horizontal,bright
668.63,0.19,horizontal,bright
669.039,0.18,horizontal,bright
669.448,0.17,horizontal,bright
669.857,0.18,horizontal,bright
670.266,0.17,horizontal,bright
670.675,0.17,horizontal,bright
671.084,0.18,horizontal,bright
671.492,0.17,horizontal,bright
671.901,0.18,horizontal,bright
672.31,0.17,horizontal,bright
672.718,0.16,horizontal,bright
673.126,0.16,horizontal,bright
673.535,0.15,horizontal,bright
673.943,0.15,horizontal,bright
674.351,0.16,horizontal,bright
674.76,0.15,horizontal,bright
675.168,0.14,horizontal,bright
675.576,0.15,horizontal,bright
675.984,0.15,horizontal,bright
676.392,0.15,horizontal,bright
676.8,0.15,horizontal,bright
677.208,0.15,horizontal,bright
677.616,0.15,horizontal,bright
678.023,0.14,horizontal,bright
678.431,0.15,horizontal,bright
678.839,0.14,horizontal,bright
679.246,0.14,horizontal,bright
679.654,0.13,horizontal,bright
680.061,0.14,horizontal,bright
680.469,0.13,horizontal,bright
680.876,0.13,horizontal,bright
681.283,0.13,horizontal,bright
681.691,0.12,horizontal,bright
682.098,0.13,horizontal,bright
682.505,0.12,horizontal,bright
682.912,0.11,horizontal,bright
683.319,0.13,horizontal,bright
683.726,0.12,horizontal,bright
684.133,0.12,horizontal,bright
684.54,0.11,horizontal,bright
684.946,0.11,horizontal,bright
685.353,0.11,horizontal,bright
685.76,0.11,horizontal,bright
686.166,0.12,horizontal,bright
686.573,0.12,horizontal,bright
686.979,0.11,horizontal,bright
687.386,0.11,horizontal,bright
687.792,0.12,horizontal,bright
688.198,0.11,horizontal,bright
688.605,0.1,horizontal,bright
689.011,0.11,horizontal,bright
689.417,0.12,horizontal,bright
689.823,0.1,horizontal,bright
690.229,0.11,horizontal,bright
690.635,0.11,horizontal,bright
691.041,0.1,horizontal,bright
691.447,0.11,horizontal,bright
691.853,0.09,horizontal,bright
692.258,0.08,horizontal,bright
692.664,0.09,horizontal,bright
693.07,0.08,horizontal,bright
693.475,0.09,horizontal,bright
693.881,0.1,horizontal,bright
694.286,0.09,horizontal,bright
694.691,0.09,horizontal,bright
695.097,0.08,horizontal,bright
695.502,0.09,horizontal,bright
695.907,0.1,horizontal,bright
696.312,0.08,horizontal,bright
696.717,0.07,horizontal,bright
697.122,0.08,horizontal,bright
697.527,0.08,horizontal,bright
697.932,0.07,horizontal,bright
698.337,0.07,horizontal,bright
698.742,0.08,horizontal,bright
699.147,0.09,horizontal,bright
699.551,0.07,horizontal,bright
699.956,0.06,horizontal,bright
700.361,0.07,horizontal,bright
700.765,0.09,horizontal,bright
701.169,0.06,horizontal,bright
701.574,0.06,horizontal,bright
701.978,0.07,horizontal,bright
702.382,0.06,horizontal,bright
702.787,0.07,horizontal,bright
703.191,0.06,horizontal,bright
703.595,0.07,horizontal,bright
703.999,0.07,horizontal,bright
704.403,0.07,horizontal,bright
704.807,0.07,horizontal,bright
705.211,0.07,horizontal,bright
705.615,0.08,horizontal,bright
706.018,0.08,horizontal,bright
706.422,0.09,horizontal,bright
706.826,0.08,horizontal,bright
707.229,0.1,horizontal,bright
707.633,0.09,horizontal,bright
708.036,0.09,horizontal,bright
708.44,0.09,horizontal,bright
708.843,0.09,horizontal,bright
709.246,0.09,horizontal,bright
709.649,0.09,horizontal,bright
710.052,0.08,horizontal,bright
710.456,0.06,horizontal,bright
710.859,0.06,horizontal,bright
711.262,0.06,horizontal,bright
711.665,0.07,horizontal,bright
712.067,0.07,horizontal,bright
712.47,0.09,horizontal,bright
712.873,0.08,horizontal,bright
713.276,0.06,horizontal,bright
713.678,0.07,horizontal,bright
714.081,0.06,horizontal,bright
714.483,0.07,horizontal,bright
714.886,0.06,horizontal,bright
715.288,0.04,horizontal,bright
715.691,0.05,horizontal,bright
716.093,0.04,horizontal,bright
716.495,0.04,horizontal,bright
716.897,0.04,horizontal,bright
717.299,0.05,horizontal,bright
717.701,0.04,horizontal,bright
718.103,0.04,horizontal,bright
718.505,0.04,horizontal,bright
718.907,0.03,horizontal,bright
719.309,0.03,horizontal,bright
719.711,0.05,horizontal,bright
720.113,0.03,horizontal,bright
720.514,0.03,horizontal,bright
720.916,0.05,horizontal,bright
721.317,0.05,horizontal,bright
721.719,0.03,horizontal,bright
722.12,0.05,horizontal,bright
722.521,0.06,horizontal,bright
722.923,0.04,horizontal,bright
723.324,0.03,horizontal,bright
723.725,0.03,horizontal,bright
724.126,0.04,horizontal,bright
724.527,0.05,horizontal,bright
724.928,0.05,horizontal,bright
725.329,0.02,horizontal,bright
725.73,0.03,horizontal,bright
726.131,0.03,horizontal,bright
726.532,0.05,horizontal,bright
726.932,0.06,horizontal,bright
727.333,0.05,horizontal,bright
727.734,0.03,horizontal,bright
728.134,0.06,horizontal,bright
728.535,0.02,horizontal,bright
728.935,0.03,horizontal,bright
729.335,0.04,horizontal,bright
729.736,0.02,horizontal,bright
730.136,0.06,horizontal,bright
730.536,0.04,horizontal,bright
730.936,0.02,horizontal,bright
731.336,0,horizontal,bright
731.736,0.03,horizontal,bright
732.136,0.04,horizontal,bright
732.536,0.02,horizontal,bright
732.936,0.02,horizontal,bright
733.336,0.03,horizontal,bright
733.735,0.02,horizontal,bright
734.135,0.03,horizontal,bright
734.535,0.04,horizontal,bright
734.934,0.02,horizontal,bright
735.334,0.02,horizontal,bright
735.733,0.03,horizontal,bright
736.132,0.03,horizontal,bright
736.532,0.02,horizontal,bright
736.931,0.02,horizontal,bright
737.33,0.02,horizontal,bright
737.729,0.04,horizontal,bright
738.128,0.01,horizontal,bright
738.527,0.03,horizontal,bright
738.926,0.02,horizontal,bright
739.325,0.04,horizontal,bright
739.724,0.04,horizontal,bright
740.123,0.04,horizontal,bright
740.521,0.03,horizontal,bright
740.92,0.03,horizontal,bright
741.319,0.04,horizontal,bright
741.717,0.03,horizontal,bright
742.116,0.02,horizontal,bright
742.514,0.02,horizontal,bright
742.912,0.02,horizontal,bright
743.311,0.02,horizontal,bright
743.709,0.03,horizontal,bright
744.107,0.03,horizontal,bright
744.505,0.03,horizontal,bright
744.903,0.04,horizontal,bright
745.301,0.02,horizontal,bright
745.699,0.05,horizontal,bright
746.097,0.01,horizontal,bright
746.495,0.01,horizontal,bright
746.893,0.04,horizontal,bright
747.29,0.04,horizontal,bright
747.688,0.01,horizontal,bright
748.086,0.03,horizontal,bright
748.483,0.01,horizontal,bright
748.881,0.02,horizontal,bright
749.278,0,horizontal,bright
749.675,0.02,horizontal,bright
750.073,0.02,horizontal,bright
750.47,0.03,horizontal,bright
750.867,0.03,horizontal,bright
751.264,0.02,horizontal,bright
751.661,0.05,horizontal,bright
752.058,0.02,horizontal,bright
752.455,0.02,horizontal,bright
752.852,0,horizontal,bright
753.249,0.01,horizontal,bright
753.646,0.02,horizontal,bright
754.042,0.02,horizontal,bright
754.439,0.05,horizontal,bright
754.836,0.01,horizontal,bright
755.232,0.03,horizontal,bright
755.629,0.02,horizontal,bright
756.025,0.01,horizontal,bright
756.421,0.04,horizontal,bright
756.818,0.01,horizontal,bright
757.214,0.01,horizontal,bright
757.61,0.03,horizontal,bright
758.006,0.03,horizontal,bright
758.402,0.03,horizontal,bright
758.798,0.03,horizontal,bright
759.194,0.01,horizontal,bright
759.59,0.03,horizontal,bright
759.986,0.03,horizontal,bright
760.382,0.01,horizontal,bright
760.777,0.01,horizontal,bright
761.173,0.02,horizontal,bright
761.569,0.04,horizontal,bright
761.964,0.02,horizontal,bright
762.36,0.01,horizontal,bright
762.755,0,horizontal,bright
763.15,0.03,horizontal,bright
763.546,0.02,horizontal,bright
763.941,0.01,horizontal,bright
764.336,0,horizontal,bright
764.731,0,horizontal,bright
765.126,0.01,horizontal,bright
765.521,-0.02,horizontal,bright
765.916,0,horizontal,bright
766.311,0.02,horizontal,bright
766.706,0.02,horizontal,bright
767.101,0.02,horizontal,bright
767.495,-0.01,horizontal,bright
767.89,0.01,horizontal,bright
768.284,0.01,horizontal,bright
768.679,0,horizontal,bright
769.073,0.03,horizontal,bright
769.468,0,horizontal,bright
769.862,0.03,horizontal,bright
770.256,0.03,horizontal,bright
770.651,0.01,horizontal,bright
771.045,-0.01,horizontal,bright
771.439,0.01,horizontal,bright
771.833,0.02,horizontal,bright
772.227,0.04,horizontal,bright
772.621,0.02,horizontal,bright
773.015,0.01,horizontal,bright
773.409,0.02,horizontal,bright
773.802,-0.01,horizontal,bright
774.196,0.04,horizontal,bright
774.59,0.01,horizontal,bright
774.983,0.05,horizontal,bright
775.377,0.04,horizontal,bright
775.77,0.03,horizontal,bright
776.164,0.02,horizontal,bright
776.557,0.02,horizontal,bright
776.95,0.01,horizontal,bright
777.343,0.01,horizontal,bright
777.737,0.02,horizontal,bright
778.13,0.03,horizontal,bright
778.523,0.01,horizontal,bright
778.916,0.02,horizontal,bright
779.309,0.03,horizontal,bright
779.701,0.02,horizontal,bright
780.094,0.02,horizontal,bright
780.487,-0.01,horizontal,bright
780.88,0.01,horizontal,bright
781.272,0.04,horizontal,bright
781.665,0,horizontal,bright
782.057,-0.01,horizontal,bright
782.45,0.01,horizontal,bright
782.842,0.02,horizontal,bright
783.235,0,horizontal,bright
783.627,-0.01,horizontal,bright
784.019,-0.01,horizontal,bright
784.411,-0.01,horizontal,bright
784.803,0.01,horizontal,bright
785.195,0.03,horizontal,bright
785.587,0,horizontal,bright
785.979,0,horizontal,bright
786.371,0.01,horizontal,bright
786.763,0.02,horizontal,bright
787.155,-0.01,horizontal,bright
787.546,0.01,horizontal,bright
787.938,0.04,horizontal,bright
788.329,0.02,horizontal,bright
788.721,-0.02,horizontal,bright
789.112,0,horizontal,bright
789.504,0.04,horizontal,bright
789.895,0.04,horizontal,bright
790.286,0,horizontal,bright
790.677,0.05,horizontal,bright
791.069,0.01,horizontal,bright
791.46,0.07,horizontal,bright
791.851,0,horizontal,bright
792.242,0.01,horizontal,bright
792.632,-0.01,horizontal,bright
793.023,0.01,horizontal,bright
793.414,0.08,horizontal,bright
793.805,0.02,horizontal,bright
794.195,0.01,horizontal,bright
794.586,0,horizontal,bright
794.977,0.01,horizontal,bright
795.367,-0.02,horizontal,bright
795.758,0,horizontal,bright
796.148,0.02,horizontal,bright
796.538,0.03,horizontal,bright
796.928,-0.01,horizontal,bright
797.319,0.02,horizontal,bright
797.709,0,horizontal,bright
798.099,0.01,horizontal,bright
798.489,0.03,horizontal,bright
798.879,0,horizontal,bright
799.269,0.01,horizontal,bright
799.658,0.01,horizontal,bright
800.048,0,horizontal,bright
800.438,0.04,horizontal,bright
800.828,0,horizontal,bright
